fid,y,x,tree_id,species,health,notes
1,42.47522019,-76.48464728,1,Crabapple,3,
2,42.47527805,-76.48453039,2,River Birch,3,
3,42.47530121,-76.48455451,3,River Birch,3,
4,42.47561736,-76.48460315,4,Redbud,2,
5,42.47570704,-76.48463355,5,Redbud,4,
6,42.47575188,-76.48466699,6,Dogwood,4,
7,42.47579448,-76.48468219,7,Redbud,3,
8,42.476299,-76.48486261,8,Wisteria,5,Chinese. Cluster
9,42.47638068,-76.48483031,9,Redbud,4,
10,42.47660613,-76.48474603,10,Dogwood,2,
11,42.47664612,-76.4848057,11,River Birch,5,
12,42.4768976,-76.48479163,12,Fringe Tree,3,
13,42.4768394,-76.48469631,13,White Spruce,5,
14,42.47676756,-76.48455147,14,Norway Spruce,4,Cluster 6
15,42.47670478,-76.48460923,15,Norway Spruce,5,Cluster 8
16,42.47640563,-76.48457038,16,Gray Birch,2,
17,42.47634867,-76.48456616,17,Serviceberry,4,Canadian
18,42.47634275,-76.48453676,18,Serviceberry,4,Canadian
19,42.47645808,-76.48445523,19,Gray Birch,4,
20,42.47641471,-76.48432025,20,Serviceberry,3,Downy
21,42.47641471,-76.48428817,21,Serviceberry,3,Downy
22,42.47642555,-76.48427214,22,Serviceberry,3,Downy
23,42.47656947,-76.48426011,23,Gray Birch,4,
24,42.47657693,-76.48430276,24,Gray Birch,4,
25,42.47684603,-76.4841654,25,Crabapple,2,
26,42.47663705,-76.48401361,26,Magnolia,5,
27,42.47666995,-76.48398747,27,Witch hazel,5,Cluster
28,42.47671646,-76.48389826,28,Crabapple,5,Sprayed
29,42.47665747,-76.48381982,29,Crabapple,5,Sprayed. Dark red leaf
30,42.47660302,-76.48390595,30,River Birch,5,
31,42.47657806,-76.48394748,31,Witch hazel,5,
32,42.47654743,-76.48391518,32,River Birch,5,
33,42.47650773,-76.48387673,33,Black Gum,5,
34,42.47652248,-76.48369832,34,Crabapple,4,Sprayed
35,42.47659167,-76.48372908,35,Crabapple,5,Sprayed. Dark red leaf
36,42.47679909,-76.48366948,36,Swamp Oak,5,
37,42.47675529,-76.48360177,37,Swamp Oak,5,
38,42.47671411,-76.48355426,38,Swamp Oak,5,
39,42.47666943,-76.48351031,39,Redbud,5,
40,42.47664051,-76.48347823,40,American Sycamore,3,
41,42.4770388,-76.48219569,41,American Sycamore,2,Severe Anthracnose
42,42.4769819,-76.48215455,42,American Sycamore,2,Severe Anthracnose
43,42.4770902,-76.48206842,43,Honey Locust,4,
44,42.47702043,-76.48205828,44,American Sycamore,3,"Older tree,  Anthracnose"
45,42.47692824,-76.48205491,45,American Sycamore,2,Planted 2024
46,42.47680365,-76.48204815,46,Swamp Oak,5,
47,42.4766691,-76.48204477,47,Northern Red Oak,5,
48,42.47644874,-76.4833338,48,Sugar Maple,5,
49,42.47645895,-76.48364449,49,Crabapple,4,Sprayed
50,42.47636139,-76.4836368,50,Honey Locust,4,
51,42.4763319,-76.48375984,51,Black Gum,4,
52,42.47622186,-76.48371216,52,Honeysuckle,5,Bush
53,42.47621052,-76.48376599,53,Viburnum,5,Arrowood
54,42.47613679,-76.48373215,54,Japanese Lilac Tree,5,
55,42.47609141,-76.48376445,55,Bradford Pear,2,
56,42.47599839,-76.48378291,56,Bradford Pear,4,
57,42.47597343,-76.48388442,57,Red Maple,5,Fletcher
58,42.47590991,-76.48382751,58,Bradford Pear,5,
59,42.47585092,-76.4838998,59,Bradford Pear,4,
60,42.47588155,-76.48398747,60,Honey Locust,5,
61,42.47582021,-76.48402726,61,Japanese Lilac Tree,5,
62,42.47585658,-76.48416477,62,Bradford Pear,5,
63,42.47596095,-76.48435967,63,Redbud,5,
64,42.47596776,-76.48445964,64,Redbud,5,
65,42.47577945,-76.48445349,65,River Birch,5,
66,42.47574088,-76.4844135,66,River Birch,5,
67,42.47561511,-76.48436604,67,Redbud,4,
68,42.47557866,-76.4841828,68,Japanese Lilac Tree,5,
69,42.47557526,-76.48413358,69,Japanese Lilac Tree,5,
70,42.47557299,-76.48405514,70,Japanese Lilac Tree,5,
71,42.47559114,-76.48387673,71,Japanese Lilac Tree,5,
72,42.47565964,-76.48368523,72,Bradford Pear,4,
73,42.47572243,-76.48360348,73,Bradford Pear,3,
74,42.47571593,-76.48352298,74,Red Oak,5,
75,42.47579042,-76.48353267,75,Bradford Pear,3,
76,42.47582596,-76.48343224,76,Sugar Maple,5,
77,42.47586729,-76.48348324,77,Bradford Pear,3,
78,42.475954,-76.48345786,78,Bradford Pear,3,
79,42.47603086,-76.48344583,79,Bradford Pear,2,
80,42.47593486,-76.48334303,80,Crabapple,4,
81,42.47584752,-76.48331689,81,Crabapple,4,
82,42.47578172,-76.48325383,82,Crabapple,4,
83,42.47570928,-76.48338718,83,Red Maple,5,
84,42.47558774,-76.48336918,84,Black Gum,4,
85,42.47553669,-76.48339994,85,Black Gum,3,
86,42.47549538,-76.48341926,86,Redbud,4,
87,42.47547657,-76.48347684,87,Redbud,2,
88,42.47546069,-76.48340609,88,Redbud,4,
89,42.47554917,-76.48335687,89,Red Maple,3,
90,42.4756195,-76.48317385,90,Crabapple,4,
91,42.47552648,-76.48315693,91,Crabapple,4,Hall - darker red leaf
92,42.47544254,-76.48309541,92,Crabapple,5,Hall - darker red leaf
93,42.4753654,-76.4830908,93,Crabapple,5,Hall - darker red leaf
94,42.47528826,-76.48306003,94,Crabapple,3,
95,42.47520658,-76.4830708,95,Crabapple,5,
96,42.47512944,-76.48305388,96,Crabapple,3,
97,42.4750194,-76.48290469,97,River Birch,4,
98,42.47497629,-76.48287547,98,River Birch,2,
99,42.47504486,-76.48288812,99,Serviceberry,4,
100,42.47505983,-76.48287341,100,Autumn Olive,5,
101,42.47508406,-76.4828647,101,Autumn Olive,5,
102,42.47513625,-76.48284471,102,Autumn Olive,5,
103,42.47519977,-76.48283087,103,Autumn Olive,5,
104,42.47522742,-76.48282944,104,Serviceberry,5,
105,42.47524515,-76.48282933,105,Autumn Olive,2,
106,42.47535519,-76.48283394,106,Autumn Olive,5,
107,42.47543119,-76.4827309,107,Norway Maple,5,
108,42.47535278,-76.48237793,108,Norway Spruce,5,
109,42.47516444,-76.48232017,109,Norway Spruce,5,
110,42.4751039,-76.48231409,110,Norway Spruce,5,
111,42.47507158,-76.48232332,111,White Pine,3,
112,42.47501486,-76.4823187,112,White Pine,5,
113,42.47499205,-76.48220241,113,Norway Spruce,5,
114,42.47503602,-76.48217819,114,White Pine,3,
115,42.47498877,-76.48213875,115,Norway Spruce,5,
116,42.47488554,-76.48209107,116,Norway Spruce,4,
117,42.47485951,-76.4821013,117,Norway Spruce,5,
118,42.47487745,-76.48213778,118,Norway Spruce,5,
119,42.47466433,-76.48229717,119,Norway Spruce,5,
120,42.47485605,-76.48267091,120,River Birch,5,
121,42.47485264,-76.48285855,121,River Birrch,4,
122,42.47486172,-76.48297544,122,River Birch,4,
123,42.47481407,-76.48307695,123,Serviceberry,3,
124,42.47478685,-76.48309541,124,Serviceberry,5,
125,42.47477097,-76.48312771,125,Serviceberry,4,
126,42.47506066,-76.48333118,126,Ash,4,White
127,42.47524401,-76.48322768,127,Silver Maple,3,John B.  Rogers
128,42.4752304,-76.48334611,128,Norway Spruce,5,
129,42.47528712,-76.48336303,129,Norway Spruce,5,
130,42.47524061,-76.48340917,130,Norway Spruce,5,
131,42.47518162,-76.48350453,131,River Birch,2,
132,42.47521906,-76.48353375,132,River Birch,2,
133,42.47517708,-76.48356605,133,River Birch,2,
134,42.47504096,-76.48371985,134,Black Gum,5,
135,42.47503528,-76.48383366,135,Black Gum,3,
136,42.47500579,-76.48397516,136,Red Maple,5,
137,42.47494793,-76.48407206,137,Littleleaf Linden,5,
138,42.47491957,-76.48410897,138,Littleleaf Linden,4,
139,42.47509881,-76.48408283,139,Black Gum,4,
140,42.47514202,-76.48400733,140,Dogwood,3,
141,42.47518389,-76.48400746,141,Cypress,5,Monterrey
142,42.4751544,-76.48409667,142,Black Gum,5,
143,42.47519583,-76.484135,143,Black Gum,3,
144,42.47523619,-76.48420796,144,Common Lilac,5,Common
145,42.47515667,-76.48427662,145,Redbud,3,
146,42.47518503,-76.4843566,146,Redbud,2,
147,42.47511287,-76.48433868,147,Crabapple,4,
148,42.47511287,-76.48425052,148,Crabapple,5,
149,42.47503415,-76.48426893,149,Silver Maple,5,
150,42.47491844,-76.48442888,150,Blue Spruce,5,
151,42.47480159,-76.48439505,151,Dogwood,4,
